#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
,result,table,_time,_value,_field,_measurement,company
,,0,2016-07-29T16:00:00Z,56.26,open,Stock_Price,Microsoft
,,0,2016-07-29T16:00:00Z,56.76,high,Stock_Price,Microsoft
,,0,2016-07-29T16:00:00Z,56.05,low,Stock_Price,Microsoft
,,0,2016-07-29T16:00:00Z,30558718.0,volume,Stock_Price,Microsoft
,,0,2016-08-01T16:00:00Z,56.14,low,Stock_Price,Microsoft
,,0,2016-08-01T16:00:00Z,56.75,high,Stock_Price,Microsoft
,,0,2016-08-01T16:00:00Z,56.6,open,Stock_Price,Microsoft
,,0,2016-08-01T16:00:00Z,26003419.0,volume,Stock_Price,Microsoft
,,0,2016-08-01T16:00:00Z,56.58,close,Stock_Price,Microsoft
,,0,2016-08-02T16:00:00Z,56.9,high,Stock_Price,Microsoft
,,0,2016-08-02T16:00:00Z,56.31,low,Stock_Price,Microsoft
,,0,2016-08-02T16:00:00Z,56.58,close,Stock_Price,Microsoft
,,0,2016-08-02T16:00:00Z,56.85,open,Stock_Price,Microsoft
,,0,2016-08-02T16:00:00Z,35121958.0,volume,Stock_Price,Microsoft
,,0,2016-08-03T16:00:00Z,57.11,high,Stock_Price,Microsoft
,,0,2016-08-03T16:00:00Z,56.68,open,Stock_Price,Microsoft
,,0,2016-08-03T16:00:00Z,56.97,close,Stock_Price,Microsoft
,,0,2016-08-03T16:00:00Z,56.49,low,Stock_Price,Microsoft
,,0,2016-08-03T16:00:00Z,22075616.0,volume,Stock_Price,Microsoft
,,0,2016-08-04T16:00:00Z,57.39,close,Stock_Price,Microsoft
,,0,2016-08-04T16:00:00Z,57.52,high,Stock_Price,Microsoft
,,0,2016-08-04T16:00:00Z,26587749.0,volume,Stock_Price,Microsoft
,,0,2016-08-04T16:00:00Z,56.67,low,Stock_Price,Microsoft
,,0,2016-08-04T16:00:00Z,56.8,open,Stock_Price,Microsoft
,,0,2016-08-05T16:00:00Z,29335221.0,volume,Stock_Price,Microsoft
,,0,2016-08-05T16:00:00Z,57.96,close,Stock_Price,Microsoft
,,0,2016-08-05T16:00:00Z,57.65,open,Stock_Price,Microsoft
,,0,2016-08-05T16:00:00Z,57.45,low,Stock_Price,Microsoft
,,0,2016-08-05T16:00:00Z,58.21,high,Stock_Price,Microsoft
,,0,2016-08-08T16:00:00Z,19473499.0,volume,Stock_Price,Microsoft
,,0,2016-08-08T16:00:00Z,58.06,close,Stock_Price,Microsoft
,,0,2016-08-08T16:00:00Z,57.78,low,Stock_Price,Microsoft
,,0,2016-08-08T16:00:00Z,58.06,open,Stock_Price,Microsoft
,,0,2016-08-08T16:00:00Z,58.09,high,Stock_Price,Microsoft
,,0,2016-08-09T16:00:00Z,58.2,close,Stock_Price,Microsoft
,,0,2016-08-09T16:00:00Z,58.5,high,Stock_Price,Microsoft
,,0,2016-08-09T16:00:00Z,58.17,open,Stock_Price,Microsoft
,,0,2016-08-09T16:00:00Z,58.02,low,Stock_Price,Microsoft
,,0,2016-08-09T16:00:00Z,16920721.0,volume,Stock_Price,Microsoft
,,0,2016-08-10T16:00:00Z,57.82,low,Stock_Price,Microsoft
,,0,2016-08-10T16:00:00Z,58.32,high,Stock_Price,Microsoft
,,0,2016-08-10T16:00:00Z,58.02,close,Stock_Price,Microsoft
,,0,2016-08-10T16:00:00Z,58.16,open,Stock_Price,Microsoft
,,0,2016-08-10T16:00:00Z,15756913.0,volume,Stock_Price,Microsoft
,,0,2016-08-11T16:00:00Z,58.03,low,Stock_Price,Microsoft
,,0,2016-08-11T16:00:00Z,18162301.0,volume,Stock_Price,Microsoft
,,0,2016-08-11T16:00:00Z,58.03,open,Stock_Price,Microsoft
,,0,2016-08-11T16:00:00Z,58.3,close,Stock_Price,Microsoft
,,0,2016-08-11T16:00:00Z,58.45,high,Stock_Price,Microsoft
,,0,2016-08-12T16:00:00Z,57.94,close,Stock_Price,Microsoft
,,0,2016-08-12T16:00:00Z,58.03,open,Stock_Price,Microsoft
,,0,2016-08-12T16:00:00Z,58.19,high,Stock_Price,Microsoft
,,0,2016-08-12T16:00:00Z,21655161.0,volume,Stock_Price,Microsoft
,,0,2016-08-12T16:00:00Z,57.62,low,Stock_Price,Microsoft
,,0,2016-08-15T16:00:00Z,58.01,open,Stock_Price,Microsoft
,,0,2016-08-15T16:00:00Z,57.96,low,Stock_Price,Microsoft
,,0,2016-08-15T16:00:00Z,58.12,close,Stock_Price,Microsoft
,,0,2016-08-15T16:00:00Z,58.5,high,Stock_Price,Microsoft
,,0,2016-08-15T16:00:00Z,19283902.0,volume,Stock_Price,Microsoft
,,0,2016-08-16T16:00:00Z,57.62,high,Stock_Price,Microsoft
,,0,2016-08-16T16:00:00Z,57.61,open,Stock_Price,Microsoft
,,0,2016-08-16T16:00:00Z,57.27,low,Stock_Price,Microsoft
,,0,2016-08-16T16:00:00Z,20523493.0,volume,Stock_Price,Microsoft
,,0,2016-08-16T16:00:00Z,57.44,close,Stock_Price,Microsoft
,,0,2016-08-17T16:00:00Z,57.54,open,Stock_Price,Microsoft
,,0,2016-08-17T16:00:00Z,57.68,high,Stock_Price,Microsoft
,,0,2016-08-17T16:00:00Z,57.23,low,Stock_Price,Microsoft
,,0,2016-08-17T16:00:00Z,18856423.0,volume,Stock_Price,Microsoft
,,0,2016-08-17T16:00:00Z,57.56,close,Stock_Price,Microsoft
,,0,2016-08-18T16:00:00Z,57.42,open,Stock_Price,Microsoft
,,0,2016-08-18T16:00:00Z,57.6,close,Stock_Price,Microsoft
,,0,2016-08-18T16:00:00Z,57.7,high,Stock_Price,Microsoft
,,0,2016-08-18T16:00:00Z,57.27,low,Stock_Price,Microsoft
,,0,2016-08-18T16:00:00Z,14214341.0,volume,Stock_Price,Microsoft
,,0,2016-08-19T16:00:00Z,57.43,open,Stock_Price,Microsoft
,,0,2016-08-19T16:00:00Z,57.62,close,Stock_Price,Microsoft
,,0,2016-08-19T16:00:00Z,57.73,high,Stock_Price,Microsoft
,,0,2016-08-19T16:00:00Z,57.2,low,Stock_Price,Microsoft
,,0,2016-08-19T16:00:00Z,17271044.0,volume,Stock_Price,Microsoft
,,0,2016-08-22T16:00:00Z,57.75,high,Stock_Price,Microsoft
,,0,2016-08-22T16:00:00Z,15221922.0,volume,Stock_Price,Microsoft
,,0,2016-08-22T16:00:00Z,57.26,low,Stock_Price,Microsoft
,,0,2016-08-22T16:00:00Z,57.6,open,Stock_Price,Microsoft
,,0,2016-08-22T16:00:00Z,57.67,close,Stock_Price,Microsoft
,,0,2016-08-23T16:00:00Z,18732373.0,volume,Stock_Price,Microsoft
,,0,2016-08-23T16:00:00Z,58.18,high,Stock_Price,Microsoft
,,0,2016-08-23T16:00:00Z,57.85,low,Stock_Price,Microsoft
,,0,2016-08-23T16:00:00Z,57.9,open,Stock_Price,Microsoft
,,0,2016-08-23T16:00:00Z,57.89,close,Stock_Price,Microsoft
,,0,2016-08-24T16:00:00Z,57.8,open,Stock_Price,Microsoft
,,0,2016-08-24T16:00:00Z,58.04,high,Stock_Price,Microsoft
,,0,2016-08-24T16:00:00Z,18151506.0,volume,Stock_Price,Microsoft
,,0,2016-08-24T16:00:00Z,57.72,low,Stock_Price,Microsoft
,,0,2016-08-24T16:00:00Z,57.95,close,Stock_Price,Microsoft
,,0,2016-08-25T16:00:00Z,58.29,high,Stock_Price,Microsoft
,,0,2016-08-25T16:00:00Z,57.78,low,Stock_Price,Microsoft
,,0,2016-08-25T16:00:00Z,57.88,open,Stock_Price,Microsoft
,,0,2016-08-25T16:00:00Z,58.17,close,Stock_Price,Microsoft
,,0,2016-08-25T16:00:00Z,18552579.0,volume,Stock_Price,Microsoft
,,0,2016-08-26T16:00:00Z,57.69,low,Stock_Price,Microsoft
,,0,2016-08-26T16:00:00Z,58.28,open,Stock_Price,Microsoft
,,0,2016-08-26T16:00:00Z,20971202.0,volume,Stock_Price,Microsoft
,,0,2016-08-26T16:00:00Z,58.7,high,Stock_Price,Microsoft
,,0,2016-08-26T16:00:00Z,58.03,close,Stock_Price,Microsoft
,,0,2016-08-29T16:00:00Z,58.18,open,Stock_Price,Microsoft
,,0,2016-08-29T16:00:00Z,16417207.0,volume,Stock_Price,Microsoft
,,0,2016-08-29T16:00:00Z,58.6,high,Stock_Price,Microsoft
,,0,2016-08-29T16:00:00Z,58.1,close,Stock_Price,Microsoft
,,0,2016-08-29T16:00:00Z,58.1,low,Stock_Price,Microsoft
,,0,2016-08-30T16:00:00Z,58.19,high,Stock_Price,Microsoft
,,0,2016-08-30T16:00:00Z,57.61,low,Stock_Price,Microsoft
,,0,2016-08-30T16:00:00Z,57.98,open,Stock_Price,Microsoft
,,0,2016-08-30T16:00:00Z,16930185.0,volume,Stock_Price,Microsoft
,,0,2016-08-30T16:00:00Z,57.89,close,Stock_Price,Microsoft
,,0,2016-08-31T16:00:00Z,57.3,low,Stock_Price,Microsoft
,,0,2016-08-31T16:00:00Z,57.8,high,Stock_Price,Microsoft
,,0,2016-08-31T16:00:00Z,57.46,close,Stock_Price,Microsoft
,,0,2016-08-31T16:00:00Z,20860269.0,volume,Stock_Price,Microsoft
,,0,2016-08-31T16:00:00Z,57.65,open,Stock_Price,Microsoft
,,0,2016-09-01T16:00:00Z,26075363.0,volume,Stock_Price,Microsoft
,,0,2016-09-01T16:00:00Z,57.01,open,Stock_Price,Microsoft
,,0,2016-09-01T16:00:00Z,57.59,close,Stock_Price,Microsoft
,,0,2016-09-01T16:00:00Z,57.82,high,Stock_Price,Microsoft
,,0,2016-09-01T16:00:00Z,57.01,low,Stock_Price,Microsoft
,,0,2016-09-02T16:00:00Z,57.42,low,Stock_Price,Microsoft
,,0,2016-09-02T16:00:00Z,57.67,close,Stock_Price,Microsoft
,,0,2016-09-02T16:00:00Z,58.19,high,Stock_Price,Microsoft
,,0,2016-09-02T16:00:00Z,57.67,open,Stock_Price,Microsoft
,,0,2016-09-02T16:00:00Z,18900489.0,volume,Stock_Price,Microsoft
,,0,2016-09-06T16:00:00Z,57.61,close,Stock_Price,Microsoft
,,0,2016-09-06T16:00:00Z,57.78,open,Stock_Price,Microsoft
,,0,2016-09-06T16:00:00Z,57.8,high,Stock_Price,Microsoft
,,0,2016-09-06T16:00:00Z,57.21,low,Stock_Price,Microsoft
,,0,2016-09-06T16:00:00Z,16278416.0,volume,Stock_Price,Microsoft
,,0,2016-09-07T16:00:00Z,17493359.0,volume,Stock_Price,Microsoft
,,0,2016-09-07T16:00:00Z,57.84,high,Stock_Price,Microsoft
,,0,2016-09-07T16:00:00Z,57.47,open,Stock_Price,Microsoft
,,0,2016-09-07T16:00:00Z,57.66,close,Stock_Price,Microsoft
,,0,2016-09-07T16:00:00Z,57.41,low,Stock_Price,Microsoft
,,0,2016-09-08T16:00:00Z,20146083.0,volume,Stock_Price,Microsoft
,,0,2016-09-08T16:00:00Z,57.79,high,Stock_Price,Microsoft
,,0,2016-09-08T16:00:00Z,57.43,close,Stock_Price,Microsoft
,,0,2016-09-08T16:00:00Z,57.63,open,Stock_Price,Microsoft
,,0,2016-09-08T16:00:00Z,57.18,low,Stock_Price,Microsoft
,,0,2016-09-09T16:00:00Z,56.79,open,Stock_Price,Microsoft
,,0,2016-09-09T16:00:00Z,56.21,low,Stock_Price,Microsoft
,,0,2016-09-09T16:00:00Z,56.21,close,Stock_Price,Microsoft
,,0,2016-09-09T16:00:00Z,57.52,high,Stock_Price,Microsoft
,,0,2016-09-09T16:00:00Z,35113934.0,volume,Stock_Price,Microsoft
,,0,2016-09-12T16:00:00Z,29302962.0,volume,Stock_Price,Microsoft
,,0,2016-09-12T16:00:00Z,57.05,close,Stock_Price,Microsoft
,,0,2016-09-12T16:00:00Z,56.0,open,Stock_Price,Microsoft
,,0,2016-09-12T16:00:00Z,57.21,high,Stock_Price,Microsoft
,,0,2016-09-12T16:00:00Z,55.61,low,Stock_Price,Microsoft
,,0,2016-09-13T16:00:00Z,56.65,high,Stock_Price,Microsoft
,,0,2016-09-13T16:00:00Z,30130213.0,volume,Stock_Price,Microsoft
,,0,2016-09-13T16:00:00Z,56.5,open,Stock_Price,Microsoft
,,0,2016-09-13T16:00:00Z,56.05,low,Stock_Price,Microsoft
,,0,2016-09-13T16:00:00Z,56.53,close,Stock_Price,Microsoft
,,0,2016-09-14T16:00:00Z,56.39,open,Stock_Price,Microsoft
,,0,2016-09-14T16:00:00Z,56.03,low,Stock_Price,Microsoft
,,0,2016-09-14T16:00:00Z,24274273.0,volume,Stock_Price,Microsoft
,,0,2016-09-14T16:00:00Z,56.26,close,Stock_Price,Microsoft
,,0,2016-09-14T16:00:00Z,56.63,high,Stock_Price,Microsoft
,,0,2016-09-15T16:00:00Z,56.15,open,Stock_Price,Microsoft
,,0,2016-09-15T16:00:00Z,27062614.0,volume,Stock_Price,Microsoft
,,0,2016-09-15T16:00:00Z,57.19,close,Stock_Price,Microsoft
,,0,2016-09-15T16:00:00Z,55.98,low,Stock_Price,Microsoft
,,0,2016-09-15T16:00:00Z,57.35,high,Stock_Price,Microsoft
,,0,2016-09-16T16:00:00Z,57.63,high,Stock_Price,Microsoft
,,0,2016-09-16T16:00:00Z,57.25,close,Stock_Price,Microsoft
,,0,2016-09-16T16:00:00Z,57.63,open,Stock_Price,Microsoft
,,0,2016-09-16T16:00:00Z,44606965.0,volume,Stock_Price,Microsoft
,,0,2016-09-16T16:00:00Z,56.75,low,Stock_Price,Microsoft
,,0,2016-09-19T16:00:00Z,20937104.0,volume,Stock_Price,Microsoft
,,0,2016-09-19T16:00:00Z,57.27,open,Stock_Price,Microsoft
,,0,2016-09-19T16:00:00Z,56.93,close,Stock_Price,Microsoft
,,0,2016-09-19T16:00:00Z,56.85,low,Stock_Price,Microsoft
,,0,2016-09-19T16:00:00Z,57.75,high,Stock_Price,Microsoft
,,0,2016-09-20T16:00:00Z,56.75,low,Stock_Price,Microsoft
,,0,2016-09-20T16:00:00Z,17383982.0,volume,Stock_Price,Microsoft
,,0,2016-09-20T16:00:00Z,57.35,open,Stock_Price,Microsoft
,,0,2016-09-20T16:00:00Z,56.81,close,Stock_Price,Microsoft
,,0,2016-09-20T16:00:00Z,57.35,high,Stock_Price,Microsoft
,,0,2016-09-21T16:00:00Z,57.08,low,Stock_Price,Microsoft
,,0,2016-09-21T16:00:00Z,57.51,open,Stock_Price,Microsoft
,,0,2016-09-21T16:00:00Z,57.76,close,Stock_Price,Microsoft
,,0,2016-09-21T16:00:00Z,33707272.0,volume,Stock_Price,Microsoft
,,0,2016-09-21T16:00:00Z,57.85,high,Stock_Price,Microsoft
,,0,2016-09-22T16:00:00Z,57.82,close,Stock_Price,Microsoft
,,0,2016-09-22T16:00:00Z,58.0,high,Stock_Price,Microsoft
,,0,2016-09-22T16:00:00Z,57.92,open,Stock_Price,Microsoft
,,0,2016-09-22T16:00:00Z,19822203.0,volume,Stock_Price,Microsoft
,,0,2016-09-22T16:00:00Z,57.63,low,Stock_Price,Microsoft
,,0,2016-09-23T16:00:00Z,57.91,high,Stock_Price,Microsoft
,,0,2016-09-23T16:00:00Z,57.38,low,Stock_Price,Microsoft
,,0,2016-09-23T16:00:00Z,19955336.0,volume,Stock_Price,Microsoft
,,0,2016-09-23T16:00:00Z,57.43,close,Stock_Price,Microsoft
,,0,2016-09-23T16:00:00Z,57.87,open,Stock_Price,Microsoft
,,0,2016-09-26T16:00:00Z,57.08,open,Stock_Price,Microsoft
,,0,2016-09-26T16:00:00Z,56.83,low,Stock_Price,Microsoft
,,0,2016-09-26T16:00:00Z,21688720.0,volume,Stock_Price,Microsoft
,,0,2016-09-26T16:00:00Z,56.9,close,Stock_Price,Microsoft
,,0,2016-09-26T16:00:00Z,57.14,high,Stock_Price,Microsoft
,,0,2016-09-27T16:00:00Z,56.93,open,Stock_Price,Microsoft
,,0,2016-09-27T16:00:00Z,56.68,low,Stock_Price,Microsoft
,,0,2016-09-27T16:00:00Z,28065071.0,volume,Stock_Price,Microsoft
,,0,2016-09-27T16:00:00Z,58.06,high,Stock_Price,Microsoft
,,0,2016-09-27T16:00:00Z,57.95,close,Stock_Price,Microsoft
,,0,2016-09-28T16:00:00Z,57.67,low,Stock_Price,Microsoft
,,0,2016-09-28T16:00:00Z,58.03,close,Stock_Price,Microsoft
,,0,2016-09-28T16:00:00Z,58.06,high,Stock_Price,Microsoft
,,0,2016-09-28T16:00:00Z,57.88,open,Stock_Price,Microsoft
,,0,2016-09-28T16:00:00Z,20536400.0,volume,Stock_Price,Microsoft
,,0,2016-09-29T16:00:00Z,58.17,high,Stock_Price,Microsoft
,,0,2016-09-29T16:00:00Z,57.4,close,Stock_Price,Microsoft
,,0,2016-09-29T16:00:00Z,57.81,open,Stock_Price,Microsoft
,,0,2016-09-29T16:00:00Z,57.21,low,Stock_Price,Microsoft
,,0,2016-09-29T16:00:00Z,25463536.0,volume,Stock_Price,Microsoft
,,0,2016-09-30T16:00:00Z,29910788.0,volume,Stock_Price,Microsoft
,,0,2016-09-30T16:00:00Z,57.77,high,Stock_Price,Microsoft
,,0,2016-09-30T16:00:00Z,57.34,low,Stock_Price,Microsoft
,,0,2016-09-30T16:00:00Z,57.6,close,Stock_Price,Microsoft
,,0,2016-09-30T16:00:00Z,57.57,open,Stock_Price,Microsoft
,,0,2016-10-03T16:00:00Z,57.41,open,Stock_Price,Microsoft
,,0,2016-10-03T16:00:00Z,19189515.0,volume,Stock_Price,Microsoft
,,0,2016-10-03T16:00:00Z,57.55,high,Stock_Price,Microsoft
,,0,2016-10-03T16:00:00Z,57.42,close,Stock_Price,Microsoft
,,0,2016-10-03T16:00:00Z,57.06,low,Stock_Price,Microsoft
,,0,2016-10-04T16:00:00Z,56.97,low,Stock_Price,Microsoft
,,0,2016-10-04T16:00:00Z,57.27,open,Stock_Price,Microsoft
,,0,2016-10-04T16:00:00Z,20085874.0,volume,Stock_Price,Microsoft
,,0,2016-10-04T16:00:00Z,57.24,close,Stock_Price,Microsoft
,,0,2016-10-04T16:00:00Z,57.6,high,Stock_Price,Microsoft
,,0,2016-10-05T16:00:00Z,57.29,open,Stock_Price,Microsoft
,,0,2016-10-05T16:00:00Z,57.96,high,Stock_Price,Microsoft
,,0,2016-10-05T16:00:00Z,57.26,low,Stock_Price,Microsoft
,,0,2016-10-05T16:00:00Z,57.64,close,Stock_Price,Microsoft
,,0,2016-10-05T16:00:00Z,16726411.0,volume,Stock_Price,Microsoft
,,0,2016-10-06T16:00:00Z,57.86,high,Stock_Price,Microsoft
,,0,2016-10-06T16:00:00Z,16212611.0,volume,Stock_Price,Microsoft
,,0,2016-10-06T16:00:00Z,57.74,close,Stock_Price,Microsoft
,,0,2016-10-06T16:00:00Z,57.28,low,Stock_Price,Microsoft
,,0,2016-10-06T16:00:00Z,57.74,open,Stock_Price,Microsoft
,,0,2016-10-07T16:00:00Z,57.8,close,Stock_Price,Microsoft
,,0,2016-10-07T16:00:00Z,57.85,open,Stock_Price,Microsoft
,,0,2016-10-07T16:00:00Z,20089020.0,volume,Stock_Price,Microsoft
,,0,2016-10-07T16:00:00Z,57.42,low,Stock_Price,Microsoft
,,0,2016-10-07T16:00:00Z,57.98,high,Stock_Price,Microsoft
,,0,2016-10-10T16:00:00Z,57.91,open,Stock_Price,Microsoft
,,0,2016-10-10T16:00:00Z,57.87,low,Stock_Price,Microsoft
,,0,2016-10-10T16:00:00Z,18196509.0,volume,Stock_Price,Microsoft
,,0,2016-10-10T16:00:00Z,58.39,high,Stock_Price,Microsoft
,,0,2016-10-10T16:00:00Z,58.04,close,Stock_Price,Microsoft
,,0,2016-10-11T16:00:00Z,57.89,open,Stock_Price,Microsoft
,,0,2016-10-11T16:00:00Z,26497418.0,volume,Stock_Price,Microsoft
,,0,2016-10-11T16:00:00Z,57.19,close,Stock_Price,Microsoft
,,0,2016-10-11T16:00:00Z,58.02,high,Stock_Price,Microsoft
,,0,2016-10-11T16:00:00Z,56.89,low,Stock_Price,Microsoft
,,0,2016-10-12T16:00:00Z,57.27,high,Stock_Price,Microsoft
,,0,2016-10-12T16:00:00Z,22177464.0,volume,Stock_Price,Microsoft
,,0,2016-10-12T16:00:00Z,56.4,low,Stock_Price,Microsoft
,,0,2016-10-12T16:00:00Z,57.11,open,Stock_Price,Microsoft
,,0,2016-10-12T16:00:00Z,57.11,close,Stock_Price,Microsoft
,,0,2016-10-13T16:00:00Z,56.7,open,Stock_Price,Microsoft
,,0,2016-10-13T16:00:00Z,25313748.0,volume,Stock_Price,Microsoft
,,0,2016-10-13T16:00:00Z,56.92,close,Stock_Price,Microsoft
,,0,2016-10-13T16:00:00Z,57.3,high,Stock_Price,Microsoft
,,0,2016-10-13T16:00:00Z,56.32,low,Stock_Price,Microsoft
,,0,2016-10-14T16:00:00Z,57.74,high,Stock_Price,Microsoft
,,0,2016-10-14T16:00:00Z,57.42,close,Stock_Price,Microsoft
,,0,2016-10-14T16:00:00Z,57.12,low,Stock_Price,Microsoft
,,0,2016-10-14T16:00:00Z,27402451.0,volume,Stock_Price,Microsoft
,,0,2016-10-14T16:00:00Z,57.12,open,Stock_Price,Microsoft
,,0,2016-10-17T16:00:00Z,57.22,close,Stock_Price,Microsoft
,,0,2016-10-17T16:00:00Z,57.46,high,Stock_Price,Microsoft
,,0,2016-10-17T16:00:00Z,57.36,open,Stock_Price,Microsoft
,,0,2016-10-17T16:00:00Z,56.87,low,Stock_Price,Microsoft
,,0,2016-10-17T16:00:00Z,23830014.0,volume,Stock_Price,Microsoft
,,0,2016-10-18T16:00:00Z,57.41,low,Stock_Price,Microsoft
,,0,2016-10-18T16:00:00Z,57.95,high,Stock_Price,Microsoft
,,0,2016-10-18T16:00:00Z,57.66,close,Stock_Price,Microsoft
,,0,2016-10-18T16:00:00Z,19149538.0,volume,Stock_Price,Microsoft
,,0,2016-10-18T16:00:00Z,57.53,open,Stock_Price,Microsoft
,,0,2016-10-19T16:00:00Z,57.4,low,Stock_Price,Microsoft
,,0,2016-10-19T16:00:00Z,22878397.0,volume,Stock_Price,Microsoft
,,0,2016-10-19T16:00:00Z,57.53,close,Stock_Price,Microsoft
,,0,2016-10-19T16:00:00Z,57.47,open,Stock_Price,Microsoft
,,0,2016-10-19T16:00:00Z,57.84,high,Stock_Price,Microsoft
,,0,2016-10-20T16:00:00Z,57.25,close,Stock_Price,Microsoft
,,0,2016-10-20T16:00:00Z,56.66,low,Stock_Price,Microsoft
,,0,2016-10-20T16:00:00Z,57.52,high,Stock_Price,Microsoft
,,0,2016-10-20T16:00:00Z,49455612.0,volume,Stock_Price,Microsoft
,,0,2016-10-20T16:00:00Z,57.5,open,Stock_Price,Microsoft
,,0,2016-10-21T16:00:00Z,60.45,high,Stock_Price,Microsoft
,,0,2016-10-21T16:00:00Z,80032206.0,volume,Stock_Price,Microsoft
,,0,2016-10-21T16:00:00Z,59.66,close,Stock_Price,Microsoft
,,0,2016-10-21T16:00:00Z,59.49,low,Stock_Price,Microsoft
,,0,2016-10-21T16:00:00Z,60.28,open,Stock_Price,Microsoft
,,0,2016-10-24T16:00:00Z,61.0,close,Stock_Price,Microsoft
,,0,2016-10-24T16:00:00Z,61.0,high,Stock_Price,Microsoft
,,0,2016-10-24T16:00:00Z,59.93,low,Stock_Price,Microsoft
,,0,2016-10-24T16:00:00Z,54066978.0,volume,Stock_Price,Microsoft
,,0,2016-10-24T16:00:00Z,59.94,open,Stock_Price,Microsoft
,,0,2016-10-25T16:00:00Z,60.8,low,Stock_Price,Microsoft
,,0,2016-10-25T16:00:00Z,35137164.0,volume,Stock_Price,Microsoft
,,0,2016-10-25T16:00:00Z,60.85,open,Stock_Price,Microsoft
,,0,2016-10-25T16:00:00Z,61.37,high,Stock_Price,Microsoft
,,0,2016-10-25T16:00:00Z,60.99,close,Stock_Price,Microsoft
,,0,2016-10-26T16:00:00Z,29911608.0,volume,Stock_Price,Microsoft
,,0,2016-10-26T16:00:00Z,60.47,low,Stock_Price,Microsoft
,,0,2016-10-26T16:00:00Z,60.63,close,Stock_Price,Microsoft
,,0,2016-10-26T16:00:00Z,61.2,high,Stock_Price,Microsoft
,,0,2016-10-26T16:00:00Z,60.81,open,Stock_Price,Microsoft
,,0,2016-10-27T16:00:00Z,60.1,close,Stock_Price,Microsoft
,,0,2016-10-27T16:00:00Z,60.09,low,Stock_Price,Microsoft
,,0,2016-10-27T16:00:00Z,60.61,open,Stock_Price,Microsoft
,,0,2016-10-27T16:00:00Z,28479856.0,volume,Stock_Price,Microsoft
,,0,2016-10-27T16:00:00Z,60.83,high,Stock_Price,Microsoft
,,0,2016-10-28T16:00:00Z,59.87,close,Stock_Price,Microsoft
,,0,2016-10-28T16:00:00Z,60.52,high,Stock_Price,Microsoft
,,0,2016-10-28T16:00:00Z,33574684.0,volume,Stock_Price,Microsoft
,,0,2016-10-28T16:00:00Z,60.01,open,Stock_Price,Microsoft
,,0,2016-10-28T16:00:00Z,59.58,low,Stock_Price,Microsoft
,,0,2016-10-31T16:00:00Z,59.92,low,Stock_Price,Microsoft
,,0,2016-10-31T16:00:00Z,59.92,close,Stock_Price,Microsoft
,,0,2016-10-31T16:00:00Z,60.42,high,Stock_Price,Microsoft
,,0,2016-10-31T16:00:00Z,26434697.0,volume,Stock_Price,Microsoft
,,0,2016-10-31T16:00:00Z,60.16,open,Stock_Price,Microsoft
,,0,2016-11-01T16:00:00Z,59.25,low,Stock_Price,Microsoft
,,0,2016-11-01T16:00:00Z,59.8,close,Stock_Price,Microsoft
,,0,2016-11-01T16:00:00Z,24532986.0,volume,Stock_Price,Microsoft
,,0,2016-11-01T16:00:00Z,59.97,open,Stock_Price,Microsoft
,,0,2016-11-01T16:00:00Z,60.02,high,Stock_Price,Microsoft
,,0,2016-11-02T16:00:00Z,22147005.0,volume,Stock_Price,Microsoft
,,0,2016-11-02T16:00:00Z,59.93,high,Stock_Price,Microsoft
,,0,2016-11-02T16:00:00Z,59.3,low,Stock_Price,Microsoft
,,0,2016-11-02T16:00:00Z,59.82,open,Stock_Price,Microsoft
,,0,2016-11-02T16:00:00Z,59.43,close,Stock_Price,Microsoft
,,0,2016-11-03T16:00:00Z,59.53,open,Stock_Price,Microsoft
,,0,2016-11-03T16:00:00Z,59.21,close,Stock_Price,Microsoft
,,0,2016-11-03T16:00:00Z,59.64,high,Stock_Price,Microsoft
,,0,2016-11-03T16:00:00Z,21600427.0,volume,Stock_Price,Microsoft
,,0,2016-11-03T16:00:00Z,59.11,low,Stock_Price,Microsoft
,,0,2016-11-04T16:00:00Z,58.65,open,Stock_Price,Microsoft
,,0,2016-11-04T16:00:00Z,58.71,close,Stock_Price,Microsoft
,,0,2016-11-04T16:00:00Z,58.52,low,Stock_Price,Microsoft
,,0,2016-11-04T16:00:00Z,28697016.0,volume,Stock_Price,Microsoft
,,0,2016-11-04T16:00:00Z,59.28,high,Stock_Price,Microsoft
,,0,2016-11-07T16:00:00Z,60.42,close,Stock_Price,Microsoft
,,0,2016-11-07T16:00:00Z,60.52,high,Stock_Price,Microsoft
,,0,2016-11-07T16:00:00Z,59.78,low,Stock_Price,Microsoft
,,0,2016-11-07T16:00:00Z,59.78,open,Stock_Price,Microsoft
,,0,2016-11-07T16:00:00Z,31664798.0,volume,Stock_Price,Microsoft
,,0,2016-11-08T16:00:00Z,60.55,open,Stock_Price,Microsoft
,,0,2016-11-08T16:00:00Z,60.78,high,Stock_Price,Microsoft
,,0,2016-11-08T16:00:00Z,60.47,close,Stock_Price,Microsoft
,,0,2016-11-08T16:00:00Z,60.15,low,Stock_Price,Microsoft
,,0,2016-11-08T16:00:00Z,22935355.0,volume,Stock_Price,Microsoft
,,0,2016-11-09T16:00:00Z,49632479.0,volume,Stock_Price,Microsoft
